model;price;transmission;mileage;fuelType;tax;mpg;engineSize;Make
 Golf;21965;Manual;100;Petrol;150;49,6;1,5;vw
 Fabia;14000;Manual;1500;Petrol;145;52,3;1;skoda
 A1;23950;Semi-Auto;3000;Petrol;145;44,8;1,5;audi
 1 Series;27445;Automatic;2047;Diesel;145;51,4;2;BMW
 Golf;21950;Manual;2000;Petrol;145;49,6;1,5;vw
 A1;25250;Semi-Auto;3999;Petrol;145;44,1;1,5;audi
 3 Series;41755;Semi-Auto;1881;Petrol;150;34,9;3;BMW
 3 Series;31990;Semi-Auto;3450;Petrol;150;40,4;2;BMW
 1 Series;32995;Semi-Auto;2797;Petrol;145;34,5;2;BMW
 T-Roc;25480;Semi-Auto;1024;Petrol;145;39,8;1,5;vw
 A4;26995;Semi-Auto;1500;Petrol;145;42,2;2;audi
 Z4;31990;Semi-Auto;4825;Petrol;150;38,7;2;BMW
 A8;52995;Semi-Auto;1100;Diesel;145;40,4;3;audi
 A5;29950;Semi-Auto;5000;Diesel;145;50,4;2;audi
 Kamiq;24904;Semi-Auto;2777;Petrol;150;44,1;1,5;skoda
 5 Series;34850;Semi-Auto;16;Hybrid;145;44,8;2;BMW
 I10;11795;Manual;85;Petrol;145;56,5;1;Hyundai
 2 Series;22000;Automatic;5436;Diesel;145;67,3;2;BMW
 Fiesta;16300;Manual;765;Petrol;145;56,5;1;Ford
 Passat;39989;Automatic;1986;Diesel;145;37,2;2;vw
 Amarok;33495;Automatic;3602;Diesel;260;33,6;3;vw
 A3;23500;Manual;10;Petrol;145;43,5;1,5;audi
 X1;30495;Semi-Auto;3530;Diesel;145;40,9;2;BMW
 I10;12495;Manual;500;Petrol;145;56,5;1;Hyundai
 Scala;17490;Semi-Auto;50;Petrol;150;47,1;1;skoda
 Corolla;25998;Automatic;5000;Hybrid;140;53,3;2;toyota
 Passat;27095;Semi-Auto;99;Diesel;145;47,9;2;vw
 Q2;34251;Semi-Auto;4433;Petrol;150;32,5;2;audi
 Polo;15995;Semi-Auto;2102;Petrol;145;45,6;1;vw
 Tucson;25995;Manual;3850;Hybrid;145;48,7;1,6;Hyundai
 Q2;24653;Manual;6000;Petrol;145;43,5;1,5;audi
 Puma;20775;Manual;270;Petrol;145;50,4;1;Ford
 T-Cross;19965;Manual;100;Diesel;145;53,3;1,6;vw
 T-Roc;26688;Semi-Auto;2364;Diesel;145;49,6;2;vw
 3 Series;30995;Semi-Auto;1501;Diesel;145;52,3;2;BMW
 Q5;39888;Automatic;1500;Petrol;145;32,1;2;audi
 Mustang;37990;Semi-Auto;151;Petrol;145;22,1;5;Ford
 Passat;28999;Automatic;1776;Diesel;145;52,3;2;vw
 X1;28999;Semi-Auto;243;Diesel;145;36,7;2;BMW
 Caravelle;45990;Semi-Auto;1500;Diesel;150;33,6;2;vw
 T-Roc;27990;Manual;322;Diesel;145;50,4;2;vw
 Up;10200;Manual;10;Petrol;145;54,3;1;vw
 Q2;24990;Manual;1500;Petrol;145;43,5;0;audi
 Golf;19995;Semi-Auto;99;Diesel;145;54,3;1,6;vw
 Golf;22490;Manual;500;Petrol;150;49,6;1,5;vw
 A4;32990;Semi-Auto;1000;Diesel;145;50,4;2;audi
 Q2;27990;Semi-Auto;5000;Petrol;145;42,2;1,5;audi
 X2;37480;Semi-Auto;1000;Petrol;145;34;2;BMW
 Z4;30990;Semi-Auto;100;Petrol;150;38,7;2;BMW
 Golf;24499;Manual;800;Petrol;150;47,1;1,5;vw
 T-Roc;40999;Semi-Auto;1500;Petrol;150;32,5;2;vw
 Fiesta;18290;Manual;1005;Petrol;145;51,4;1;Ford
 Focus;23995;Manual;6102;Petrol;145;60,1;1;Ford
 Q2;27995;Semi-Auto;3000;Petrol;145;42,2;1,5;audi
 Golf;20995;Manual;5102;Diesel;145;57,7;1,6;vw
 X6;59989;Semi-Auto;3000;Diesel;145;34,9;3;BMW
 Q8;84496;Automatic;3522;Diesel;145;30,7;4;audi
 T-Cross;19990;Manual;10;Diesel;145;53,3;1,6;vw
 Puma;18994;Manual;214;Petrol;145;51,4;1;Ford
 Arteon;29750;Automatic;3500;Diesel;145;44,1;2;vw
 Mondeo;20000;Manual;16;Diesel;145;65,7;2;Ford
 T-Cross;21490;Automatic;100;Petrol;150;45,6;1;vw
 X1;26895;Semi-Auto;1074;Diesel;145;40,9;2;BMW
 Touareg;51490;Semi-Auto;4100;Diesel;145;33,6;3;vw
 A3;35000;Semi-Auto;3000;Petrol;145;34,9;2;audi
 Up;10580;Manual;100;Petrol;145;54,3;1;vw
 A6;35780;Semi-Auto;3503;Diesel;145;47,9;2;audi
 Sharan;34990;Semi-Auto;2000;Diesel;150;40,9;2;vw
 Up;10191;Manual;3500;Petrol;145;54,3;1;vw
 A1;22990;Semi-Auto;3311;Petrol;145;44,8;1,5;audi
 Q3;36995;Semi-Auto;2000;Diesel;150;45,6;2;audi
 I10;8990;Manual;2000;Petrol;145;60,1;1;Hyundai
 Q8;73495;Semi-Auto;1500;Diesel;150;32,8;3;audi
 T-Roc;34999;Automatic;2952;Petrol;150;32,5;2;vw
 Fiesta;16891;Manual;3862;Petrol;150;49,6;1;Ford
 Q7;84999;Semi-Auto;2348;Diesel;150;29,4;4;audi
 Up;9465;Manual;1843;Petrol;145;54,3;1;vw
 3 Series;32980;Semi-Auto;1001;Diesel;145;50,4;2;BMW
 A3;30777;Semi-Auto;3925;Petrol;145;44,1;1,5;audi
 4 Series;42495;Semi-Auto;18;Diesel;150;58,9;2;BMW
 Kodiaq;31500;Automatic;1850;Diesel;150;39,2;2;skoda
 A1;22290;Semi-Auto;402;Petrol;145;44,8;1,5;audi
 EcoSport;19000;Manual;25;Petrol;150;51,4;1;Ford
 T-Roc;20000;Manual;4444;Diesel;145;51,4;1,6;vw
 Mondeo;22000;Manual;10;Diesel;145;65,7;2;Ford
 1 Series;28455;Semi-Auto;102;Petrol;145;42,8;1,5;BMW
 Golf;26750;Semi-Auto;2999;Hybrid;150;44,8;1,5;vw
 Fabia;14991;Manual;13;Petrol;145;51,4;1;skoda
 Scala;19900;Semi-Auto;5000;Petrol;145;47,1;1;skoda
 5 Series;32850;Semi-Auto;5;Hybrid;145;62,8;2;BMW
 Golf;19990;Manual;1340;Petrol;145;50,4;1,5;vw
 Golf;24995;Manual;2000;Petrol;150;49,6;1,5;vw
 A1;24000;Automatic;1210;Petrol;150;44,8;1,5;audi
 RS4;67000;Semi-Auto;3000;Petrol;145;29,1;2,9;audi
 3 Series;36995;Semi-Auto;1523;Diesel;145;50,4;2;BMW
 T-Roc;37990;Semi-Auto;1429;Petrol;145;32,5;2;vw
 Up;10200;Manual;10;Petrol;145;54,3;1;vw
 A1;21840;Semi-Auto;4000;Petrol;150;44,8;1,5;audi
 T-Roc;29989;Automatic;250;Petrol;145;39,8;1,5;vw
 Fabia;13850;Manual;1474;Petrol;150;50,4;1;skoda
 X3;53995;Semi-Auto;2000;Hybrid;135;5,5;2;BMW
 Tiguan;28750;Semi-Auto;4256;Diesel;145;39,8;2;vw
 2 Series;20980;Manual;10;Petrol;145;52,3;1,5;BMW
 Golf;19250;Manual;999;Petrol;145;50,4;1,5;vw
 Corolla;26950;Automatic;3168;Hybrid;135;53,3;2;toyota
 Fiesta;16999;Manual;1963;Petrol;145;58,9;1;Ford
 Superb;28084;Semi-Auto;9500;Hybrid;135;188,3;1,4;skoda
 Golf;20500;Semi-Auto;3499;Petrol;145;45,6;1,5;vw
 T-Roc;28990;Semi-Auto;3000;Petrol;145;39,8;1,5;vw
 T-Roc;25990;Automatic;3853;Petrol;145;39,8;1,5;vw
 X1;29950;Semi-Auto;35;Diesel;145;40,9;2;BMW
 3 Series;45000;Semi-Auto;2500;Petrol;145;33,6;3;BMW
 Q2;31990;Automatic;4000;Diesel;145;44,8;2;audi
 A4;31470;Semi-Auto;4915;Petrol;150;40,9;2;audi
 T-Cross;19990;Manual;3500;Petrol;145;47,9;1;vw
 Arteon;28990;Semi-Auto;115;Petrol;145;47,1;2;vw
 1 Series;23450;Manual;1054;Petrol;145;41,5;1,5;BMW
 2 Series;30000;Semi-Auto;914;Petrol;145;42,2;1,5;BMW
 T-Roc;36990;Semi-Auto;2150;Petrol;145;32,5;2;vw
 Golf SV;22490;Semi-Auto;941;Petrol;145;42,8;1,5;vw
 Passat;28500;Semi-Auto;2000;Diesel;145;52,3;2;vw
 Up;10000;Manual;10;Petrol;145;54,3;1;vw
 Golf;26989;Automatic;895;Diesel;145;52,3;2;vw
 Golf;22990;Semi-Auto;1657;Petrol;145;44,1;1,5;vw
 3 Series;23850;Semi-Auto;23;Petrol;145;42,2;2;BMW
 Aygo;10295;Manual;50;Petrol;145;56,5;1;toyota
 A1;19990;Manual;4000;Petrol;145;47,9;1;audi
 6 Series;44950;Semi-Auto;1237;Diesel;145;44,1;2;BMW
 2 Series;26988;Automatic;5000;Petrol;145;47,9;2;BMW
 2 Series;23990;Semi-Auto;1743;Petrol;150;50,4;1,5;BMW
 Golf;19990;Semi-Auto;2232;Diesel;150;54,3;1,6;vw
 Scala;22500;Semi-Auto;3000;Petrol;150;44,8;1,5;skoda
 A5;27990;Semi-Auto;1432;Petrol;145;39,8;2;audi
 Fiesta;15299;Manual;68;Petrol;145;58,9;1;Ford
 Corolla;25990;Automatic;6124;Hybrid;135;53,3;2;toyota
 Focus;22990;Automatic;185;Diesel;145;54,3;1,5;Ford
 Fiesta;23890;Manual;3325;Petrol;145;40,3;1,5;Ford
 3 Series;34875;Semi-Auto;2000;Diesel;145;52,3;2;BMW
 X2;33000;Semi-Auto;3986;Petrol;145;34;2;BMW
 2 Series;23990;Semi-Auto;18;Diesel;150;49,6;2;BMW
 A5;32500;Automatic;15;Diesel;145;47,1;2;audi
 Karoq;26990;Manual;1601;Diesel;145;42,8;2;skoda
 3 Series;39950;Semi-Auto;10;Diesel;145;48,7;2;BMW
 I10;12000;Manual;484;Petrol;150;55,4;1,2;Hyundai
 Golf;32500;Semi-Auto;6500;Petrol;145;36,2;2;vw
 Superb;33795;Semi-Auto;1000;Hybrid;140;188,3;1,4;skoda
 Up;9890;Manual;1441;Petrol;150;54,3;1;vw
 I30;19995;Manual;2661;Petrol;150;45,6;1,4;Hyundai
 Focus;29000;Manual;350;Petrol;150;34,5;2,3;Ford
 A4;31985;Semi-Auto;10;Petrol;145;42,2;2;audi
 Focus;19490;Manual;877;Petrol;145;58,9;1;Ford
 Tiguan;26995;Semi-Auto;5056;Diesel;145;46,3;2;vw
 3 Series;32940;Semi-Auto;1550;Diesel;145;50,4;2;BMW
 A5;33750;Semi-Auto;3590;Diesel;145;48,7;2;audi
 Touareg;53993;Automatic;5711;Diesel;145;33,6;3;vw
 Tiguan;32000;Semi-Auto;2314;Diesel;145;31,4;2;vw
 X5;62991;Semi-Auto;123;Diesel;145;37,7;3;BMW
 Scala;16490;Manual;5234;Petrol;145;49,6;1;skoda
 Q2;24888;Automatic;1500;Petrol;145;42,2;0;audi
 Kamiq;17495;Manual;1853;Petrol;145;49,6;1;skoda
 3 Series;43970;Semi-Auto;1381;Petrol;145;41,5;2;BMW
 Tiguan;28757;Semi-Auto;4583;Petrol;150;37,7;1,5;vw
 C-HR;25450;Automatic;1140;Other;135;57,7;1,8;toyota
 Tiguan;35480;Semi-Auto;9;Petrol;145;30,1;2;vw
 C-HR;23550;Automatic;1121;Other;135;58,9;1,8;toyota
 T-Cross;23955;Manual;99;Diesel;145;52,3;1,6;vw
 Kamiq;17799;Manual;1927;Petrol;145;47,9;1;skoda
 Tiguan;32840;Manual;116;Diesel;145;47,9;2;vw
 Q5;34990;Semi-Auto;6000;Diesel;145;38,2;2;audi
 M4;53988;Automatic;5000;Petrol;145;34;3;BMW
 Puma;23155;Manual;1250;Petrol;145;50,4;1;Ford
 1 Series;29950;Semi-Auto;3422;Diesel;150;48,7;2;BMW
 Tiguan;30491;Manual;10136;Diesel;145;47,9;2;vw
 Ioniq;21495;Semi-Auto;3000;Hybrid;135;62,8;1,6;Hyundai
 Yaris;15790;Automatic;1910;Hybrid;135;76,3;1,5;toyota
 Touareg;56499;Semi-Auto;5000;Petrol;150;25,5;3;vw
 Caddy Life;22000;Manual;1700;Diesel;150;51,4;2;vw
 3 Series;32450;Semi-Auto;104;Petrol;150;40,4;2;BMW
 5 Series;29990;Semi-Auto;103;Hybrid;145;60,1;2;BMW
 Fiesta;16500;Manual;1500;Petrol;145;58,9;1;Ford
 A1;21495;Semi-Auto;1500;Petrol;145;44,8;1;audi
 A4;38534;Semi-Auto;7521;Diesel;145;49,6;2;audi
 A1;25888;Semi-Auto;5432;Petrol;150;44,8;1,5;audi
 A1;22690;Semi-Auto;5000;Petrol;145;44,8;1,5;audi
 Up;12990;Manual;200;Petrol;145;50,4;1;vw
 A4;41900;Semi-Auto;4200;Diesel;145;40,9;3;audi
 Q5;47990;Automatic;1000;Diesel;145;38,2;2;audi
 Karoq;25529;Automatic;6000;Petrol;145;40,9;1,5;skoda
 3 Series;24990;Semi-Auto;16;Diesel;150;54,3;2;BMW
 Kona;25195;Automatic;1500;Hybrid;135;52,3;1,6;Hyundai
 1 Series;31998;Semi-Auto;1560;Diesel;150;48,7;2;BMW
 A8;78990;Automatic;250;Diesel;145;39,2;3;audi
 Yaris;14769;Manual;25;Petrol;150;47,9;1,5;toyota
 Golf;32995;Semi-Auto;2131;Petrol;145;32,8;2;vw
 Up;10950;Manual;100;Petrol;145;54,3;1;vw
 1 Series;23490;Manual;6565;Diesel;150;53,3;2;BMW
 Polo;14995;Manual;2500;Petrol;145;48,7;1;vw
 T-Roc;25990;Manual;3500;Petrol;145;42,2;1,5;vw
 RAV4;33995;Automatic;1500;Hybrid;135;51,1;2,5;toyota
 Golf;22350;Manual;10;Petrol;150;47,9;1,5;vw
 X7;71980;Semi-Auto;8695;Diesel;150;31,4;3;BMW
 Golf;21750;Manual;1000;Petrol;145;50,4;1,5;vw
 Sharan;29491;Semi-Auto;2053;Diesel;150;41,5;2;vw
 Q5;36500;Semi-Auto;5000;Diesel;145;38,2;2;audi
 I30;17999;Manual;6000;Diesel;150;60,1;1,6;Hyundai
 Land Cruiser;54550;Automatic;4000;Diesel;150;30,1;2,8;toyota
 Octavia;20000;Semi-Auto;40;Petrol;150;44,8;1,5;skoda
 Q8;63000;Semi-Auto;3000;Diesel;145;32,8;3;audi
 Q5;52990;Semi-Auto;6000;Diesel;145;34,5;3;audi
 A4;31495;Automatic;2500;Diesel;145;50,4;2;audi
 Tiguan;28612;Semi-Auto;6779;Petrol;145;30,4;2;vw
 I20;12795;Manual;644;Petrol;145;46,3;1,2;Hyundai
 3 Series;34900;Automatic;100;Diesel;145;50,4;2;BMW
 3 Series;34875;Semi-Auto;2000;Diesel;145;50,4;2;BMW
 3 Series;38555;Semi-Auto;11;Petrol;145;34,9;3;BMW
 Mustang;38489;Automatic;3500;Petrol;145;30,7;2,3;Ford
 Z4;33850;Semi-Auto;5;Petrol;150;38,7;2;BMW
 Up;11750;Manual;5000;Petrol;145;51,4;1;vw
 Puma;20991;Manual;1381;Petrol;145;50,4;1;Ford
 Fiesta;17200;Manual;2000;Petrol;145;57,7;1;Ford
 Caravelle;50388;Automatic;5000;Diesel;145;34;2;vw
 3 Series;32790;Semi-Auto;5656;Diesel;145;47,9;3;BMW
 Q5;43900;Semi-Auto;500;Hybrid;135;117,7;2;audi
 X7;72000;Semi-Auto;3116;Diesel;145;31,4;3;BMW
 T-Roc;22990;Manual;10;Petrol;145;42,2;1,5;vw
 A5;26990;Semi-Auto;3000;Petrol;145;39,8;2;audi
 Golf SV;21490;Semi-Auto;1177;Petrol;145;42,8;1,5;vw
 A4;46750;Semi-Auto;2999;Diesel;145;39,2;3;audi
 Golf SV;20990;Automatic;2459;Petrol;145;42,8;1,5;vw
 Golf;21950;Manual;500;Petrol;145;49,6;1,5;vw
 A4;36400;Semi-Auto;3222;Diesel;145;44,1;2;audi
 Golf;18995;Manual;5023;Diesel;145;57,7;1,6;vw
 Q3;38990;Automatic;500;Diesel;145;47,1;2;audi
 A1;22690;Semi-Auto;5000;Petrol;145;44,8;1,5;audi
 Golf;20990;Manual;5000;Diesel;145;57,7;1,6;vw
 1 Series;27000;Semi-Auto;1501;Diesel;145;51,4;2;BMW
 X1;29991;Semi-Auto;2000;Diesel;145;40,9;2;BMW
 Prius;23500;Automatic;267;Hybrid;135;61,4;1,8;toyota
 Z4;50800;Semi-Auto;1142;Petrol;145;33,2;3;BMW
 1 Series;30995;Semi-Auto;1000;Diesel;145;48,7;2;BMW
 Q2;24888;Manual;4000;Petrol;145;43,5;1,5;audi
 T-Cross;20790;Manual;10;Petrol;145;47,9;1;vw
 2 Series;21890;Semi-Auto;10;Petrol;150;50,4;1,5;BMW
 Up;9490;Manual;6000;Petrol;145;54,3;1;vw
 7 Series;53995;Semi-Auto;3500;Diesel;145;42,2;3;BMW
 Up;10799;Manual;1000;Petrol;145;51,4;1;vw
 A4;27750;Automatic;6500;Petrol;145;38,2;2;audi
 Q2;27450;Semi-Auto;2500;Petrol;145;42,2;1,5;audi
 Q3;26888;Manual;4000;Petrol;145;40,9;1,5;audi
 Q5;50000;Automatic;12;Diesel;150;34,5;3;audi
 M4;43000;Semi-Auto;40;Petrol;145;34;3;BMW
 Polo;15500;Manual;1500;Petrol;145;52,3;1;vw
 Golf;19990;Manual;100;Petrol;145;49,6;1,5;vw
 Puma;20491;Manual;4998;Petrol;145;50,4;1;Ford
 Ioniq;28995;Automatic;5213;Hybrid;135;1,1;1,6;Hyundai
 Focus;18490;Manual;1421;Petrol;145;49,6;1;Ford
 3 Series;23990;Manual;105;Diesel;145;56,5;2;BMW
 Corolla;24995;Automatic;3989;Hybrid;135;57,7;1,8;toyota
 Q5;35990;Semi-Auto;3309;Diesel;145;38,2;2;audi
 6 Series;33490;Semi-Auto;101;Petrol;145;42,8;2;BMW
 I10;13495;Manual;697;Petrol;145;55,4;1,2;Hyundai
 X6;67990;Semi-Auto;5656;Diesel;150;33,2;3;BMW
 Karoq;20134;Manual;6000;Petrol;145;43,5;1;skoda
 2 Series;32450;Semi-Auto;1118;Diesel;145;51,4;2;BMW
 Q3;35895;Automatic;3000;Diesel;145;47,1;2;audi
 Q5;38444;Automatic;1500;Petrol;145;32,1;0;audi
 Tiguan;25000;Automatic;3000;Petrol;150;37,7;1,5;vw
 T-Roc;25490;Manual;1713;Petrol;145;44,1;1,5;vw
 X2;29990;Semi-Auto;5;Petrol;145;42,8;1,5;BMW
 2 Series;23475;Semi-Auto;12;Petrol;145;50,4;1,5;BMW
 Fiesta;14995;Manual;50;Petrol;145;56,5;1;Ford
 7 Series;55489;Semi-Auto;10300;Diesel;145;41,5;3;BMW
 T-Roc;24500;Manual;1000;Petrol;145;44,1;1,5;vw
 Q2;25990;Manual;1500;Petrol;145;43,5;1,5;audi
 Polo;14990;Manual;1501;Petrol;145;48,7;1;vw
 Land Cruiser;52990;Automatic;1244;Diesel;145;30,1;2,8;toyota
 Passat;37522;Semi-Auto;5000;Diesel;145;48,7;2;vw
 Golf;23999;Manual;2302;Petrol;145;47,9;1,5;vw
 5 Series;27990;Semi-Auto;8;Hybrid;145;52,3;2;BMW
 4 Series;32748;Semi-Auto;16;Diesel;145;60,1;2;BMW
 M4;45488;Automatic;10;Petrol;150;34;3;BMW
 Kamiq;22295;Semi-Auto;1294;Diesel;145;53,3;1,6;skoda
 Up;12695;Manual;10;Petrol;145;51,4;1;vw
 Fabia;13495;Manual;500;Petrol;150;51,4;1;skoda
 A4;26890;Automatic;1555;Petrol;145;38,7;2;audi
 A5;33995;Semi-Auto;3000;Petrol;145;39,2;2;audi
 X2;31000;Semi-Auto;1121;Petrol;145;34;2;BMW
 Karoq;24725;Automatic;6000;Petrol;145;40,9;1,5;skoda
 T-Roc;35099;Semi-Auto;1376;Petrol;145;32,5;2;vw
 Q7;54995;Semi-Auto;1364;Diesel;145;33,2;3;audi
 Mondeo;21000;Manual;17;Diesel;145;65,7;2;Ford
 T-Roc;25480;Manual;5;Petrol;150;44,1;1,5;vw
 A5;28888;Semi-Auto;1500;Diesel;145;51,4;2;audi
 3 Series;22950;Manual;11;Diesel;145;58,9;2;BMW
 Octavia;18995;Semi-Auto;1200;Petrol;145;46,3;1,5;skoda
 I10;12750;Manual;5000;Petrol;145;56,5;1;Hyundai
 A4;45950;Automatic;3200;Diesel;145;39,2;3;audi
 2 Series;22875;Semi-Auto;8;Petrol;150;50,4;1,5;BMW
 Tiguan Allspace;37490;Semi-Auto;3889;Diesel;145;38,7;2;vw
 X5;56270;Semi-Auto;117;Diesel;145;36,7;3;BMW
 2 Series;25998;Automatic;3160;Hybrid;140;113;1,5;BMW
 8 Series;59995;Semi-Auto;700;Petrol;145;31,7;3;BMW
 Q3;27995;Manual;50;Diesel;145;42,2;2;audi
 A7;45000;Automatic;1200;Diesel;150;38,2;3;audi
 Up;11590;Manual;25;Petrol;145;51,4;1;vw
 Superb;29995;Semi-Auto;15;Hybrid;140;201,8;1,4;skoda
 Polo;15350;Manual;752;Petrol;145;48,7;1;vw
 Q3;29888;Manual;4000;Petrol;145;40,9;1,5;audi
 Superb;28999;Semi-Auto;350;Diesel;145;47,1;2;skoda
 T-Cross;18790;Manual;1500;Diesel;145;53,3;1,6;vw
 Tiguan;33860;Manual;145;Diesel;145;42,8;2;vw
 Tucson;24495;Semi-Auto;2500;Petrol;145;36,2;1,6;Hyundai
 Tucson;27995;Manual;146;Diesel;150;48,7;1,6;Hyundai
 Octavia;20950;Semi-Auto;3000;Petrol;145;47,9;2;skoda
 Q2;26000;Semi-Auto;1000;Diesel;145;46,3;2;audi
 Polo;17290;Manual;10;Petrol;145;52,3;1;vw
 Polo;14990;Manual;1295;Petrol;145;52,3;1;vw
 Santa Fe;36495;Semi-Auto;6073;Diesel;145;39,2;2,2;Hyundai
 Karoq;25999;Automatic;30;Petrol;145;40,9;1,5;skoda
 Fiesta;18200;Manual;10;Petrol;145;49,6;1;Ford
 3 Series;44320;Semi-Auto;160;Diesel;145;49,6;2;BMW
 1 Series;28875;Semi-Auto;150;Petrol;145;42,8;1,5;BMW
 A4;31995;Semi-Auto;1000;Petrol;145;40,9;2;audi
 EcoSport;22450;Manual;500;Petrol;145;51,4;1;Ford
 Fabia;13495;Manual;500;Petrol;145;51,4;1;skoda
 Up;10790;Manual;1000;Petrol;150;54,3;1;vw
 Puma;20991;Manual;891;Petrol;150;50,4;1;Ford
 Fabia;13750;Manual;710;Petrol;145;52,3;1;skoda
 2 Series;34988;Automatic;5000;Petrol;145;36,2;2;BMW
 2 Series;22875;Semi-Auto;13;Petrol;150;50,4;1,5;BMW
 1 Series;27950;Manual;1638;Petrol;145;41,5;1,5;BMW
 2 Series;32995;Semi-Auto;10;Petrol;145;36,2;2;BMW
 EcoSport;16299;Manual;915;Petrol;145;53,3;1;Ford
 Q5;37000;Semi-Auto;1000;Diesel;145;38,2;2;audi
 2 Series;21480;Semi-Auto;10;Diesel;145;53,3;2;BMW
 I10;12495;Manual;500;Petrol;145;53,3;1;Hyundai
 2 Series;25603;Semi-Auto;2880;Petrol;145;50,4;1,5;BMW
 Superb;29000;Semi-Auto;3623;Diesel;150;47,1;2;skoda
 Tucson;22995;Manual;1000;Petrol;145;34,9;1,6;Hyundai
 T-Roc;25980;Manual;5;Petrol;145;42,2;1,5;vw
 Superb;31495;Semi-Auto;15;Hybrid;135;188,3;1,4;skoda
 Kodiaq;31490;Automatic;1522;Diesel;145;39,2;2;skoda
 Golf;31000;Semi-Auto;721;Hybrid;135;141,3;1,4;vw
 2 Series;27500;Semi-Auto;1086;Petrol;150;42,2;1,5;BMW
 Up;10500;Manual;1000;Petrol;145;51,4;1;vw
 Scala;16490;Semi-Auto;2738;Petrol;150;47,1;1;skoda
 2 Series;30980;Semi-Auto;1500;Petrol;145;42,2;1,5;BMW
 Golf;24750;Semi-Auto;1000;Diesel;145;60,1;2;vw
 X3;35875;Semi-Auto;2000;Diesel;145;54,3;2;BMW
 A5;28990;Semi-Auto;2640;Petrol;145;37,7;2;audi
 Golf;24964;Manual;3100;Diesel;145;62,8;2;vw
 3 Series;30995;Semi-Auto;3872;Petrol;150;42,2;2;BMW
 Polo;17400;Semi-Auto;100;Petrol;145;45,6;1;vw
 Tucson;26000;Manual;1451;Hybrid;145;47,9;1,6;Hyundai
 A4;34990;Semi-Auto;3000;Petrol;145;39,2;2;audi
 X3;42995;Semi-Auto;1501;Petrol;145;34,5;3;BMW
 I10;14490;Manual;771;Petrol;145;53,3;1;Hyundai
 Golf;37950;Semi-Auto;4066;Petrol;150;36,2;2;vw
 Q3;27690;Manual;990;Diesel;145;42,8;2;audi
 1 Series;32990;Semi-Auto;6870;Diesel;145;48,7;2;BMW
 EcoSport;16299;Manual;1500;Petrol;145;53,3;1;Ford
 3 Series;33495;Semi-Auto;4500;Diesel;145;48,7;2;BMW
 Tiguan;36990;Semi-Auto;481;Petrol;145;35,3;2;vw
 A1;22990;Semi-Auto;1694;Petrol;145;44,8;1;audi
 Superb;22995;Semi-Auto;42;Petrol;150;36,7;1,5;skoda
 Z4;38950;Semi-Auto;100;Petrol;145;33,2;3;BMW
 X3;52910;Semi-Auto;101;Hybrid;135;5,5;2;BMW
 T-Cross;19490;Manual;1000;Petrol;145;47,9;1;vw
 Q5;36995;Semi-Auto;50;Diesel;145;38,2;2;audi
 Q3;33491;Semi-Auto;4444;Petrol;145;39,2;1,5;audi
 Octavia;27795;Semi-Auto;2000;Petrol;150;37,2;2;skoda
 5 Series;30995;Semi-Auto;1000;Diesel;145;65,7;2;BMW
 Kamiq;20950;Manual;1000;Petrol;145;47,1;1;skoda
 X2;29995;Semi-Auto;1501;Petrol;145;38,7;2;BMW
 I20;16998;Manual;400;Petrol;145;46,3;1,2;Hyundai
 Q7;62985;Semi-Auto;10;Diesel;145;33,2;3;audi
 A5;30299;Semi-Auto;1959;Diesel;145;51,4;2;audi
 Q3;34495;Semi-Auto;3000;Petrol;145;40,4;1,5;audi
 2 Series;23450;Semi-Auto;8;Diesel;145;67,3;2;BMW
 2 Series;22990;Manual;12;Diesel;145;60,1;2;BMW
 Q5;37682;Semi-Auto;3116;Diesel;150;38,2;2;audi
 Yaris;15885;Manual;192;Petrol;145;47,9;1,5;toyota
 Corolla;23550;Automatic;3000;Hybrid;135;58,9;1,8;toyota
 X2;32495;Semi-Auto;1255;Diesel;145;58,9;2;BMW
 Golf;21390;Semi-Auto;4250;Petrol;145;45,6;1,5;vw
 Golf;21498;Semi-Auto;10;Diesel;150;53,3;2;vw
 Tiguan;29850;Manual;3000;Diesel;145;47,9;2;vw
 1 Series;27995;Manual;2500;Diesel;145;53,3;2;BMW
 3 Series;33995;Semi-Auto;11;Diesel;145;50,4;2;BMW
 Karoq;24995;Automatic;1000;Petrol;145;40,9;1,5;skoda
 A4;28995;Semi-Auto;4000;Diesel;145;54,3;3;audi
 3 Series;29990;Semi-Auto;9;Diesel;145;50,4;2;BMW
 Scala;17000;Manual;1050;Petrol;145;49,6;1;skoda
 3 Series;36495;Semi-Auto;789;Diesel;145;49,6;2;BMW
 T-Roc;27980;Manual;1000;Petrol;145;42,2;1,5;vw
 TT;29970;Semi-Auto;5515;Petrol;150;35,3;2;audi
 Scala;17995;Semi-Auto;2800;Petrol;145;45,6;1,5;skoda
 Q3;35500;Semi-Auto;4309;Diesel;150;45,6;2;audi
 Karoq;25750;Automatic;2777;Petrol;150;40,9;1,5;skoda
 8 Series;61995;Semi-Auto;101;Diesel;145;40,4;3;BMW
 TT;49000;Semi-Auto;4060;Petrol;145;30,7;2,5;audi
 Corolla;29450;Automatic;943;Hybrid;135;53,3;2;toyota
 Polo;15990;Manual;1000;Petrol;150;48,7;1;vw
 Fabia;13495;Manual;800;Petrol;145;51,4;1;skoda
